"";"cod_mun";"PIB_PC";"PIB_total";"atvidade_economica"
"1103";2402501;11185,37;119851,241;"Administração, defesa, educação e saúde públicas e seguridade social"
"1104";2402600;10949,67;808622,104;"Administração, defesa, educação e saúde públicas e seguridade social"
"1105";2402709;12731,58;144427,076;"Administração, defesa, educação e saúde públicas e seguridade social"
"1106";2402808;7653,21;42804,387;"Administração, defesa, educação e saúde públicas e seguridade social"
"1107";2402907;8062,26;40150,045;"Administração, defesa, educação e saúde públicas e seguridade social"
"1108";2403004;11899,35;96943,985;"Administração, defesa, educação e saúde públicas e seguridade social"
"1109";2403103;15960,05;721840,936;"Demais serviços"
"1110";2403202;7489,27;53847,844;"Administração, defesa, educação e saúde públicas e seguridade social"
"1111";2403251;19720,13;5022893,71;"Demais serviços"
"1112";2403301;7434,96;42126,479;"Administração, defesa, educação e saúde públicas e seguridade social"
"1113";2403400;10580,47;64741,905;"Administração, defesa, educação e saúde públicas e seguridade social"
"1114";2403509;6739,35;72124,577;"Administração, defesa, educação e saúde públicas e seguridade social"
"1115";2403608;13667,37;387210,267;"Administração, defesa, educação e saúde públicas e seguridade social"
"1116";2403707;12603,87;76278,595;"Administração, defesa, educação e saúde públicas e seguridade social"
"1117";2403756;10404,46;31962,49;"Administração, defesa, educação e saúde públicas e seguridade social"
"1118";2403806;8757,2;81109,177;"Administração, defesa, educação e saúde públicas e seguridade social"
"1119";2403905;8578,78;24792,666;"Administração, defesa, educação e saúde públicas e seguridade social"
"1120";2404002;8456,35;35347,556;"Administração, defesa, educação e saúde públicas e seguridade social"
"1121";2404101;25167,79;68330,55;"Administração, defesa, educação e saúde públicas e seguridade social"
"1122";2404200;13764,41;358810,704;"Administração, defesa, educação e saúde públicas e seguridade social"
"1123";2404309;15612,48;205413,394;"Administração, defesa, educação e saúde públicas e seguridade social"
"1124";2404408;12704,58;131949,773;"Administração, defesa, educação e saúde públicas e seguridade social"
"1125";2404507;106121,53;1624614,475;"Indústrias de transformação"
"1126";2404606;7543,2;103447,404;"Administração, defesa, educação e saúde públicas e seguridade social"
"1127";2404705;8617,22;133256,68;"Administração, defesa, educação e saúde públicas e seguridade social"
"1128";2404804;11539,94;25976,416;"Administração, defesa, educação e saúde públicas e seguridade social"
"1129";2404853;11127,29;84244,693;"Administração, defesa, educação e saúde públicas e seguridade social"
"1130";2404903;8111,9;48103,563;"Administração, defesa, educação e saúde públicas e seguridade social"
"1131";2405009;6696,49;60723,742;"Administração, defesa, educação e saúde públicas e seguridade social"
"1132";2405108;10770,15;74766,36;"Administração, defesa, educação e saúde públicas e seguridade social"
"1133";2405207;11305,81;60893,11;"Administração, defesa, educação e saúde públicas e seguridade social"
"1134";2405306;6535,6;65983,433;"Administração, defesa, educação e saúde públicas e seguridade social"
"1135";2405405;7534,35;39532,752;"Administração, defesa, educação e saúde públicas e seguridade social"
"1136";2405504;9561,23;25461,544;"Administração, defesa, educação e saúde públicas e seguridade social"
"1137";2405603;8637,1;128329,998;"Administração, defesa, educação e saúde públicas e seguridade social"
"1138";2405702;12313,45;154890,941;"Administração, defesa, educação e saúde públicas e seguridade social"
"1139";2405801;29819,52;1046277,356;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1140";2405900;7767,84;20934,331;"Administração, defesa, educação e saúde públicas e seguridade social"
"1141";2406007;8067,32;48807,266;"Administração, defesa, educação e saúde públicas e seguridade social"
"1142";2406106;11566,03;214318,59;"Administração, defesa, educação e saúde públicas e seguridade social"
"1143";2406155;8410,53;32885,184;"Administração, defesa, educação e saúde públicas e seguridade social"
"1144";2406205;7434,52;50502,688;"Administração, defesa, educação e saúde públicas e seguridade social"
"1145";2406304;7685,46;58248,083;"Administração, defesa, educação e saúde públicas e seguridade social"
"1146";2406403;11225,75;31106,551;"Administração, defesa, educação e saúde públicas e seguridade social"
"1147";2406502;16816,27;262165,724;"Administração, defesa, educação e saúde públicas e seguridade social"
"1148";2406601;8023,14;66343,331;"Administração, defesa, educação e saúde públicas e seguridade social"
"1149";2406700;10641,66;120420,992;"Administração, defesa, educação e saúde públicas e seguridade social"
"1150";2406809;8510,91;41039,626;"Administração, defesa, educação e saúde públicas e seguridade social"
"1151";2406908;10432,83;41752,202;"Administração, defesa, educação e saúde públicas e seguridade social"
"1152";2407005;6736,87;68790,199;"Administração, defesa, educação e saúde públicas e seguridade social"
"1153";2407104;18483,39;1479244,248;"Administração, defesa, educação e saúde públicas e seguridade social"
"1154";2407203;18618,59;593169,551;"Administração, defesa, educação e saúde públicas e seguridade social"
"1155";2407252;8702,44;34827,152;"Administração, defesa, educação e saúde públicas e seguridade social"
"1156";2407302;7320,8;62168,259;"Administração, defesa, educação e saúde públicas e seguridade social"
"1157";2407401;9306,89;81835,458;"Administração, defesa, educação e saúde públicas e seguridade social"
"1158";2407500;8919,17;109019,037;"Administração, defesa, educação e saúde públicas e seguridade social"
"1159";2407609;16667,83;76805,342;"Administração, defesa, educação e saúde públicas e seguridade social"
"1160";2407708;7700,92;88583,655;"Administração, defesa, educação e saúde públicas e seguridade social"
"1161";2407807;9276,54;208369,67;"Administração, defesa, educação e saúde públicas e seguridade social"
"1162";2407906;10082,8;21960,346;"Administração, defesa, educação e saúde públicas e seguridade social"
"1163";2408003;20858,33;6166118,898;"Demais serviços"
"1164";2408102;26497,08;23454682,58;"Demais serviços"
"1165";2408201;13041,45;356970,441;"Administração, defesa, educação e saúde públicas e seguridade social"
"1166";2408300;12256,3;462001,117;"Administração, defesa, educação e saúde públicas e seguridade social"
"1167";2408409;7937,24;34519,055;"Administração, defesa, educação e saúde públicas e seguridade social"
"1168";2408508;9667,78;47198,086;"Administração, defesa, educação e saúde públicas e seguridade social"
"1169";2408607;7722,86;33022,94;"Administração, defesa, educação e saúde públicas e seguridade social"
"1170";2408706;10548,49;40706,642;"Administração, defesa, educação e saúde públicas e seguridade social"
"1171";2408805;80444,02;422974,672;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1172";2408904;14872,72;322277,04;"Administração, defesa, educação e saúde públicas e seguridade social"
"1173";2408953;15640,29;170494,824;"Administração, defesa, educação e saúde públicas e seguridade social"
"1174";2409100;8213,45;107587,917;"Administração, defesa, educação e saúde públicas e seguridade social"
"1175";2409209;9827,45;30553,53;"Administração, defesa, educação e saúde públicas e seguridade social"
"1176";2409308;10088,63;129578,305;"Administração, defesa, educação e saúde públicas e seguridade social"
"1177";2409332;11888;65384,011;"Administração, defesa, educação e saúde públicas e seguridade social"
"1178";2409407;16194,89;493166,669;"Demais serviços"
"1179";2409506;61643,53;206875,696;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1180";2409605;9862,84;24972,718;"Administração, defesa, educação e saúde públicas e seguridade social"
"1181";2409704;7830,22;54326,085;"Administração, defesa, educação e saúde públicas e seguridade social"
"1182";2409803;8242,77;123262,37;"Administração, defesa, educação e saúde públicas e seguridade social"
"1183";2409902;18855,95;284404,368;"Administração, defesa, educação e saúde públicas e seguridade social"
"1184";2410009;9143,42;35074,178;"Administração, defesa, educação e saúde públicas e seguridade social"
"1185";2410108;6952,07;107186,979;"Administração, defesa, educação e saúde públicas e seguridade social"
"1186";2410207;7555,02;59752,677;"Administração, defesa, educação e saúde públicas e seguridade social"
"1187";2410256;17319,28;117580,623;"Indústrias extrativas"
"1188";2410306;7703,94;77802,093;"Administração, defesa, educação e saúde públicas e seguridade social"
"1189";2410405;13362,43;127851,694;"Administração, defesa, educação e saúde públicas e seguridade social"
"1190";2410504;7920,31;40512,365;"Administração, defesa, educação e saúde públicas e seguridade social"
"1191";2410603;8933,24;28890,103;"Administração, defesa, educação e saúde públicas e seguridade social"
"1192";2410702;8547,46;30480,259;"Administração, defesa, educação e saúde públicas e seguridade social"
"1193";2410801;7336,76;31379,332;"Administração, defesa, educação e saúde públicas e seguridade social"
"1194";2410900;7961,36;64288,019;"Administração, defesa, educação e saúde públicas e seguridade social"
"1195";2411007;8800,4;39997,829;"Administração, defesa, educação e saúde públicas e seguridade social"
"1196";2411056;19498,24;79942,784;"Administração, defesa, educação e saúde públicas e seguridade social"
